Cell Line Name,Small Molecule Name,Drug Concentration (uM),Time Point (hr),Mean Relative Viability,Mean Apoptosis Fraction
K2,Selumetinib,0.0316,72,,
K2,Selumetinib,0.1,24,0.6297,0.0128
K2,Selumetinib,0.1,48,0.5919,0.0372
K2,Selumetinib,0.1,72,,
K2,Selumetinib,0.316,24,0.4918,0.0266
K2,Selumetinib,0.316,48,0.5403,0.0691
K2,Selumetinib,0.316,72,,
K2,Selumetinib,1,24,0.6109,0.1228
K2,Selumetinib,1,48,0.5049,0.1987
K2,Selumetinib,1,72,,
K2,Selumetinib,3.16,24,0.5493,0.1419
K2,Selumetinib,3.16,48,0.5313,0.3324
K2,Selumetinib,3.16,72,,
K2,Vemurafenib,0.0032,24,1.7736,0.0042
K2,Vemurafenib,0.0032,48,1.4412,0.0031
K2,Vemurafenib,0.0032,72,,
K2,Vemurafenib,0.01,24,2.0827,0.0023
K2,Vemurafenib,0.01,48,1.3424,0.0026
K2,Vemurafenib,0.01,72,,
K2,Vemurafenib,0.0316,24,2.1662,0.0026
K2,Vemurafenib,0.0316,48,1.3791,0.0017
K2,Vemurafenib,0.0316,72,,
K2,Vemurafenib,0.1,24,2.1002,0.0017
K2,Vemurafenib,0.1,48,1.4312,0.0023
K2,Vemurafenib,0.1,72,,
K2,Vemurafenib,0.316,24,1.5894,0.0047
K2,Vemurafenib,0.316,48,1.1238,0.0116
K2,Vemurafenib,0.316,72,,
K2,Vemurafenib,1,24,0.9482,0.0444
K2,Vemurafenib,1,48,0.7207,0.0823
K2,Vemurafenib,1,72,,
K2,Vemurafenib,3.16,24,0.5895,0.1831
K2,Vemurafenib,3.16,48,0.4906,0.2367
K2,Vemurafenib,3.16,72,,
K2,,0,24,,
K2,,0,24,,
K2,,0,24,,
K2,,0,24,,
K2,,0,24,,
K2,,0,24,,
K2,,0,24,,
K2,,0,48,,
K2,,0,48,,
K2,,0,48,,
K2,,0,48,,
K2,,0,48,,
K2,,0,48,,
K2,,0,48,,
K2,,0,72,,
K2,,0,72,,
K2,,0,72,,
K2,,0,72,,
K2,,0,72,,
K2,,0,72,,
K2,,0,72,,
SKMEL28,SB590885,0.0032,24,,
SKMEL28,SB590885,0.0032,48,0.8352,0.0386
SKMEL28,SB590885,0.0032,72,1.0772,0.0377
SKMEL28,SB590885,0.01,24,,
SKMEL28,SB590885,0.01,48,1.4516,0.034
SKMEL28,SB590885,0.01,72,0.92,0.0332
SKMEL28,SB590885,0.0316,24,,
SKMEL28,SB590885,0.0316,48,1.5912,0.0305
SKMEL28,SB590885,0.0316,72,0.8973,0.0271
SKMEL28,SB590885,0.1,24,,
SKMEL28,SB590885,0.1,48,1.2913,0.0338
SKMEL28,SB590885,0.1,72,0.7344,0.0305
SKMEL28,SB590885,0.316,24,,
SKMEL28,SB590885,0.316,48,1.0978,0.042
SKMEL28,SB590885,0.316,72,0.5423,0.0316
SKMEL28,SB590885,1,24,,
SKMEL28,SB590885,1,48,0.9058,0.0432
SKMEL28,SB590885,1,72,0.5442,0.0381
SKMEL28,SB590885,3.16,24,,
SKMEL28,SB590885,3.16,48,0.6428,0.0466
SKMEL28,SB590885,3.16,72,0.3728,0.2588
SKMEL28,PLX-4720,0.0032,24,,
SKMEL28,PLX-4720,0.0032,48,0.8243,0.0324
SKMEL28,PLX-4720,0.0032,72,0.9731,0.0401
SKMEL28,PLX-4720,0.01,24,,
SKMEL28,PLX-4720,0.01,48,1.4317,0.0306
SKMEL28,PLX-4720,0.01,72,0.8814,0.0409
SKMEL28,PLX-4720,0.0316,24,,
SKMEL28,PLX-4720,0.0316,48,1.4792,0.0349
SKMEL28,PLX-4720,0.0316,72,0.9677,0.0321
SKMEL28,PLX-4720,0.1,24,,
SKMEL28,PLX-4720,0.1,48,1.4169,0.035
SKMEL28,PLX-4720,0.1,72,0.8664,0.0301
SKMEL28,PLX-4720,0.316,24,,
SKMEL28,PLX-4720,0.316,48,1.1229,0.0365
SKMEL28,PLX-4720,0.316,72,0.5984,0.0373
SKMEL28,PLX-4720,1,24,,
SKMEL28,PLX-4720,1,48,0.9408,0.0401
SKMEL28,PLX-4720,1,72,0.4583,0.0372
SKMEL28,PLX-4720,3.16,24,,
SKMEL28,PLX-4720,3.16,48,0.6099,0.0568
SKMEL28,PLX-4720,3.16,72,0.3891,0.1047
SKMEL28,AZ-628,0.0032,24,,
SKMEL28,AZ-628,0.0032,48,0.8791,0.04
SKMEL28,AZ-628,0.0032,72,1.1331,0.0319
SKMEL28,AZ-628,0.01,24,,
SKMEL28,AZ-628,0.01,48,1.4031,0.0326
SKMEL28,AZ-628,0.01,72,1.011,0.028
SKMEL28,AZ-628,0.0316,24,,
SKMEL28,AZ-628,0.0316,48,1.4445,0.032
SKMEL28,AZ-628,0.0316,72,0.791,0.0262
SKMEL28,AZ-628,0.1,24,,
SKMEL28,AZ-628,0.1,48,1.1628,0.0352
SKMEL28,AZ-628,0.1,72,0.5264,0.0319
SKMEL28,AZ-628,0.316,24,,
SKMEL28,AZ-628,0.316,48,0.9467,0.0404
SKMEL28,AZ-628,0.316,72,0.5071,0.0526
SKMEL28,AZ-628,1,24,,
SKMEL28,AZ-628,1,48,0.8958,0.063
SKMEL28,AZ-628,1,72,0.4893,0.1068
SKMEL28,AZ-628,3.16,24,,
SKMEL28,AZ-628,3.16,48,0.6142,0.09
SKMEL28,AZ-628,3.16,72,0.442,0.1421
SKMEL28,Selumetinib,0.0032,24,,
SKMEL28,Selumetinib,0.0032,48,0.799,0.0348
SKMEL28,Selumetinib,0.0032,72,1.0562,0.036
SKMEL28,Selumetinib,0.01,24,,
SKMEL28,Selumetinib,0.01,48,1.309,0.0333
SKMEL28,Selumetinib,0.01,72,0.9748,0.0338
SKMEL28,Selumetinib,0.0316,24,,
SKMEL28,Selumetinib,0.0316,48,1.4268,0.0343
SKMEL28,Selumetinib,0.0316,72,0.8038,0.0305
SKMEL28,Selumetinib,0.1,24,,
SKMEL28,Selumetinib,0.1,48,1.1168,0.0355
SKMEL28,Selumetinib,0.1,72,0.5435,0.037
SKMEL28,Selumetinib,0.316,24,,
SKMEL28,Selumetinib,0.316,48,0.9635,0.0422
SKMEL28,Selumetinib,0.316,72,0.449,0.0563
SKMEL28,Selumetinib,1,24,,
SKMEL28,Selumetinib,1,48,0.852,0.0573
SKMEL28,Selumetinib,1,72,0.4189,0.1114
SKMEL28,Selumetinib,3.16,24,,
SKMEL28,Selumetinib,3.16,48,0.6044,0.0991
SKMEL28,Selumetinib,3.16,72,0.3372,0.2145
SKMEL28,Vemurafenib,0.0032,24,,
SKMEL28,Vemurafenib,0.0032,48,0.8283,0.0412
SKMEL28,Vemurafenib,0.0032,72,0.9551,0.0393
SKMEL28,Vemurafenib,0.01,24,,
SKMEL28,Vemurafenib,0.01,48,1.182,0.0316
SKMEL28,Vemurafenib,0.01,72,0.8803,0.0398
SKMEL28,Vemurafenib,0.0316,24,,
SKMEL28,Vemurafenib,0.0316,48,1.182,0.0337
SKMEL28,Vemurafenib,0.0316,72,0.9474,0.0297
SKMEL28,Vemurafenib,0.1,24,,
SKMEL28,Vemurafenib,0.1,48,1.0666,0.0359
SKMEL28,Vemurafenib,0.1,72,0.9219,0.0272
SKMEL28,Vemurafenib,0.316,24,,
SKMEL28,Vemurafenib,0.316,48,0.9732,0.0364
SKMEL28,Vemurafenib,0.316,72,0.6509,0.0276
SKMEL28,Vemurafenib,1,24,,
SKMEL28,Vemurafenib,1,48,0.7101,0.038
SKMEL28,Vemurafenib,1,72,0.491,0.0399
SKMEL28,Vemurafenib,3.16,24,,
SKMEL28,Vemurafenib,3.16,48,0.5419,0.0538
SKMEL28,Vemurafenib,3.16,72,0.3895,0.1466
SKMEL28,,0,24,,
SKMEL28,,0,24,,
SKMEL28,,0,24,,
SKMEL28,,0,24,,
SKMEL28,,0,24,,
SKMEL28,,0,24,,
SKMEL28,,0,24,,
SKMEL28,,0,48,,
SKMEL28,,0,48,,
SKMEL28,,0,48,,
SKMEL28,,0,48,,
SKMEL28,,0,48,,
SKMEL28,,0,48,,
SKMEL28,,0,48,,
SKMEL28,,0,72,,
SKMEL28,,0,72,,
SKMEL28,,0,72,,
SKMEL28,,0,72,,
SKMEL28,,0,72,,
SKMEL28,,0,72,,
SKMEL28,,0,72,,
